t,x,y,z,SampleRate
2020-12-25T12:00:00.043693185,-1.2207030704303185e-08,-1.2207030704303185e-08,-1.2207030704303185e-08,1.2799999713897705
2020-12-25T12:00:00.824943203,-1.2207030704303185e-08,-1.2207030704303185e-08,-1.2207030704303185e-08,1.2799999713897705
2020-12-25T12:00:01.606193220,-1.2207030704303185e-08,-1.2207030704303185e-08,-1.2207030704303185e-08,1.2799999713897705
2020-12-25T12:00:02.387443238,0.08191999145507839,0.08191999145507839,0.08191999145507839,1.2799999713897705
2020-12-25T12:00:03.168693255,0.1802239665527356,0.1802239665527356,0.1802239665527356,1.2799999713897705
2020-12-25T12:00:03.949943273,0.14745604809570076,0.14745604809570076,0.14745604809570076,1.2799999713897705
2020-12-25T12:00:04.731193290,-0.09830402392578003,-0.09830402392578003,-0.09830402392578003,1.2799999713897705
2020-12-25T12:00:05.512443308,-0.03276799780273442,-0.03276799780273442,-0.03276799780273442,1.2799999713897705
2020-12-25T12:00:06.293693325,-0.32767999023437494,-0.32767999023437494,-0.32767999023437494,1.2799999713897705
2020-12-25T12:00:07.074943343,-0.032767991699219075,-0.032767991699219075,-0.032767991699219075,1.2799999713897705
2020-12-25T12:00:07.856193360,0.29491194970703305,0.29491194970703305,0.29491194970703305,1.2799999713897705
2020-12-25T12:00:08.637443377,-0.08191996704101698,-0.08191996704101698,-0.08191996704101698,1.2799999713897705
2020-12-25T12:00:09.418693395,0.2621440068359368,0.2621440068359368,0.2621440068359368,1.2799999713897705
2020-12-25T12:00:10.199943412,0.14745597485351652,0.14745597485351652,0.14745597485351652,1.2799999713897705
2020-12-25T12:00:10.981193430,-0.21299198266601607,-0.21299198266601607,-0.21299198266601607,1.2799999713897705
2020-12-25T12:00:11.762443447,0.0819200036621091,0.0819200036621091,0.0819200036621091,1.2799999713897705
2020-12-25T12:00:12.543693465,-0.08191999145507839,-0.08191999145507839,-0.08191999145507839,1.2799999713897705
2020-12-25T12:00:13.324943482,-0.03276801611328048,-0.03276801611328048,-0.03276801611328048,1.2799999713897705
2020-12-25T12:00:14.106193500,0.03276801611328048,0.03276801611328048,0.03276801611328048,1.2799999713897705
2020-12-25T12:00:14.887443517,-0.11468798315429746,-0.11468798315429746,-0.11468798315429746,1.2799999713897705
2020-12-25T12:00:15.668693535,-0.1310720156249991,-0.1310720156249991,-0.1310720156249991,1.2799999713897705
2020-12-25T12:00:16.449943552,-0.01638398364257883,-0.01638398364257883,-0.01638398364257883,1.2799999713897705
2020-12-25T12:00:17.231193570,0.1474559504394551,0.1474559504394551,0.1474559504394551,1.2799999713897705
2020-12-25T12:00:18.012443587,-0.08191996704101698,-0.08191996704101698,-0.08191996704101698,1.2799999713897705
2020-12-25T12:00:18.793693605,-0.08191996704101698,-0.08191996704101698,-0.08191996704101698,1.2799999713897705
2020-12-25T12:00:19.574943622,-0.06553603222656096,-0.06553603222656096,-0.06553603222656096,1.2799999713897705
2020-12-25T12:00:20.356193639,-0.14745599926757794,-0.14745599926757794,-0.14745599926757794,1.2799999713897705
2020-12-25T12:00:21.137443657,0.1310720156249991,0.1310720156249991,0.1310720156249991,1.2799999713897705
2020-12-25T12:00:21.918693674,0.03276796728515766,0.03276796728515766,0.03276796728515766,1.2799999713897705
2020-12-25T12:00:22.699943692,-0.2785279172363314,-0.2785279172363314,-0.2785279172363314,1.2799999713897705
2020-12-25T12:00:23.481193709,0.1966079013671916,0.1966079013671916,0.1966079013671916,1.2799999713897705
2020-12-25T12:00:24.262443727,0.22937606396484056,0.22937606396484056,0.22937606396484056,1.2799999713897705
2020-12-25T12:00:25.043693744,0.11468798315429746,0.11468798315429746,0.11468798315429746,1.2799999713897705
2020-12-25T12:00:25.824943762,-9.765624563442548e-08,-9.765624563442548e-08,-9.765624563442548e-08,1.2799999713897705
2020-12-25T12:00:26.606193779,0.22937611279296335,0.22937611279296335,0.22937611279296335,1.2799999713897705
2020-12-25T12:00:27.387443797,0.2621439335937526,0.2621439335937526,0.2621439335937526,1.2799999713897705
2020-12-25T12:00:28.168693814,-0.26214398242187537,-0.26214398242187537,-0.26214398242187537,1.2799999713897705
2020-12-25T12:00:28.949943832,-0.09830399951171863,-0.09830399951171863,-0.09830399951171863,1.2799999713897705
2020-12-25T12:00:29.731193849,-0.032767991699219075,-0.032767991699219075,-0.032767991699219075,1.2799999713897705
2020-12-25T12:00:30.512443866,-0.04915202416992072,-0.04915202416992072,-0.04915202416992072,1.2799999713897705
2020-12-25T12:00:31.293693884,-0.08191996704101698,-0.08191996704101698,-0.08191996704101698,1.2799999713897705
2020-12-25T12:00:32.074943901,-0.06553598339843815,-0.06553598339843815,-0.06553598339843815,1.2799999713897705
2020-12-25T12:00:32.856193919,-0.06553598339843815,-0.06553598339843815,-0.06553598339843815,1.2799999713897705
2020-12-25T12:00:33.637443936,0.03276796728515766,0.03276796728515766,0.03276796728515766,1.2799999713897705
2020-12-25T12:00:34.418693954,0.19660795019531443,0.19660795019531443,0.19660795019531443,1.2799999713897705
2020-12-25T12:00:35.199943971,-0.2293759174804721,-0.2293759174804721,-0.2293759174804721,1.2799999713897705
2020-12-25T12:00:35.981193989,-0.11468803198242028,-0.11468803198242028,-0.11468803198242028,1.2799999713897705
